url,bucket,action,target_url,confidence,notes
https://floridahomecosts.com/major-systems/cost-to-install-whole-house-water-filter-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.73; target_tokens={'water', 'whole', 'house', 'filter'} ⊄ cand_tokens={'panels', 'solar'}); city=tampa closest=/major-systems/cost-to-install-solar-panels-tampa-2026/"
https://floridahomecosts.com/exterior/cost-to-pour-concrete-driveway-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'driveway', 'concrete', 'pour'} ⊄ cand_tokens={'driveway'}); city=miami closest=/exterior/cost-to-pave-driveway-in-miami-2026/"
https://floridahomecosts.com/exterior/cost-to-install-outdoor-kitchen-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'kitchen', 'outdoor'} ⊄ cand_tokens={'sod'}); city=florida closest=/exterior/cost-to-install-sod-in-florida-2026/"
https://floridahomecosts.com/pool/cost-to-install-salt-water-system-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.54; target_tokens={'water', 'salt', 'system'} ⊄ cand_tokens={'pool', 'inground'}); city=tampa closest=/pool/cost-to-build-inground-pool-in-tampa-2026/"
https://floridahomecosts.com/roofing/cost-to-replace-roof-st-petersburg-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/roofing/cost-to-replace-roof-in-st.-petersburg-2026/,HIGH,topic_jac=1.00 slug_sim=0.95 city=st-petersburg target_topic=roof cand_topic=roof
https://floridahomecosts.com/exterior/cost-to-install-irrigation-systems-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'irrigation', 'systems'} ⊄ cand_tokens={'gutter'}); city=fort-lauderdale closest=/exterior/cost-to-install-gutter-in-fort-lauderdale-2026/"
https://floridahomecosts.com/exterior/cost-to-build-patio-fort-lauderdale-2026/,SLUG_VARIANT,REDIRECT,https://floridahomecosts.com/exterior/cost-to-build-patio-in-fort-lauderdale-2026/,HIGH,same-section variant: insert -in- @ pos4
https://floridahomecosts.com/major-systems/cost-to-install-ev-charger-florida-2026/,CATEGORY_CONSOLIDATION,REDIRECT,https://floridahomecosts.com/electrical/cost-to-install-ev-charger-in-florida-2026/,HIGH,user-confirmed: cross-section /major-systems/ → /electrical/ for EV charger
https://floridahomecosts.com/major-systems/cost-to-replace-electrical-panel-florida-2026/,CATEGORY_CONSOLIDATION,REDIRECT,https://floridahomecosts.com/electrical/cost-to-upgrade-electrical-panel-in-florida-2026/,MEDIUM,user-confirmed: cross-section + replace→upgrade verb
https://floridahomecosts.com/major-systems/cost-to-install-generators-florida-2026/,CATEGORY_CONSOLIDATION,REDIRECT,https://floridahomecosts.com/electrical/cost-to-install-whole-house-generator-florida-2026/,MEDIUM,user-confirmed: cross-section + generator → whole-house-generator
https://floridahomecosts.com/exterior/cost-to-mitigate-flood-risk-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.76; target_tokens={'risk', 'flood'} ⊄ cand_tokens={'sod'}); city=tampa closest=/exterior/cost-to-install-sod-in-tampa-2026/"
https://floridahomecosts.com/interior/cost-to-replace-bathroom-vanities-in-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'bathroom', 'vanities'} ⊄ cand_tokens={'bathroom'}); city=orlando closest=/interior/cost-to-remodel-bathroom-in-orlando-2026/"
https://floridahomecosts.com/major-systems/cost-to-install-well-pump-in-florida-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/major-systems/cost-to-replace-well-pump-in-florida-2026/,HIGH,topic_jac=1.00 slug_sim=0.85 city=florida target_topic=well/pump cand_topic=well/pump
https://floridahomecosts.com/major-systems/cost-to-install-septic-tank-in-florida-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/major-systems/cost-to-replace-septic-tank-in-florida-2026/,HIGH,topic_jac=1.00 slug_sim=0.86 city=florida target_topic=septic/tank cand_topic=septic/tank
https://floridahomecosts.com/pool/cost-to-repair-pump-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.64; target_tokens={'pump'} ⊄ cand_tokens={'pool', 'inground'}); city=orlando closest=/pool/cost-to-build-inground-pool-in-orlando-2026/"
https://floridahomecosts.com/pool/cost-to-install-salt-water-system-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'water', 'salt', 'system'} ⊄ cand_tokens={'pool', 'heater'}); city=florida closest=/pool/cost-to-install-pool-heater-in-florida-2026/"
https://floridahomecosts.com/pool/cost-to-replace-pool-liner-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; sim=0.73; target_tokens={'pool', 'liner'} ⊄ cand_tokens={'pool', 'inground'}); city=orlando closest=/pool/cost-to-build-inground-pool-in-orlando-2026/"
https://floridahomecosts.com/pool/cost-to-install-pool-cover-in-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (sim=0.76; target_tokens={'cover', 'pool'} ⊄ cand_tokens={'pool'}); city=miami closest=/pool/cost-to-resurface-pool-in-miami-2026/"
https://floridahomecosts.com/plumbing/cost-to-fix-leaky-pipe-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.73; target_tokens={'leaky', 'pipe'} ⊄ cand_tokens={'house'}); city=florida closest=/plumbing/cost-to-repipe-house-in-florida-2026/"
https://floridahomecosts.com/exterior/cost-to-repair-siding-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'siding'} ⊄ cand_tokens={'stucco'}); city=florida closest=/exterior/cost-to-repair-stucco-in-florida-2026/
https://floridahomecosts.com/exterior/cost-to-paint-house-miami-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/exterior/cost-to-paint-house-exterior-in-miami-2026/,MEDIUM,topic_jac=0.50 slug_sim=0.83 city=miami target_topic=house cand_topic=house/exterior
https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.78; target_tokens={'smart', 'thermostat'} ⊄ cand_tokens={'home', 'generators'}); city=miami closest=/electrical/cost-to-install-home-generators-miami-2026/"
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'lighting', 'outdoor'} ⊄ cand_tokens={'recessed', 'lighting'}); city=miami closest=/electrical/cost-to-install-recessed-lighting-in-miami-2026/"
https://floridahomecosts.com/electrical/cost-to-install-ceiling-lights-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'lights', 'ceiling'} ⊄ cand_tokens={'fan', 'ceiling'}); city=miami closest=/electrical/cost-to-install-ceiling-fan-in-miami-2026/"
https://floridahomecosts.com/pool/cost-to-resurface-pool-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (sim=0.72); city=orlando closest=/pool/cost-to-build-inground-pool-in-orlando-2026/
https://floridahomecosts.com/major-systems/cost-to-install-air-sealing-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'air', 'sealing'} ⊄ cand_tokens={'panels', 'solar'}); city=florida closest=/major-systems/cost-to-install-solar-panels-in-florida-2026/"
https://floridahomecosts.com/electrical/cost-to-install-lighting-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,user-confirmed: 'lighting' too ambiguous; recessed is one of multiple types
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'lighting', 'outdoor'} ⊄ cand_tokens={'recessed', 'lighting'}); city=fort-lauderdale closest=/electrical/cost-to-install-recessed-lighting-in-fort-lauderdale-2026/"
https://floridahomecosts.com/solar/cost-to-install-solar-panels-miami-2026/,CATEGORY_CONSOLIDATION,REDIRECT,https://floridahomecosts.com/major-systems/cost-to-install-solar-panels-in-miami-2026/,HIGH,/solar/→/major-systems/ + insert -in- @ pos5
https://floridahomecosts.com/electrical/cost-to-install-smart-home-wiring-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.77; target_tokens={'home', 'wiring', 'smart'} ⊄ cand_tokens={'ev', 'charger'}); city=florida closest=/electrical/cost-to-install-ev-charger-in-florida-2026/"
https://floridahomecosts.com/windows/cost-to-install-impact-windows-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/windows/→/hurricane-protection/ swap candidate not live; no slug variant found
https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.70; target_tokens={'slab', 'leak'} ⊄ cand_tokens={'line', 'sewer'}); city=miami closest=/plumbing/cost-to-repair-sewer-line-in-miami-2026/"
https://floridahomecosts.com/interior/cost-to-tile-floors-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (sim=0.78); city=miami closest=/interior/cost-to-install-hardwood-floors-miami-2026/
https://floridahomecosts.com/interior/cost-to-replace-laminate-flooring-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (sim=0.76; target_tokens={'laminate', 'flooring'} ⊄ cand_tokens={'flooring'}); city=tampa closest=/interior/cost-to-install-tile-flooring-in-tampa-2026/"
https://floridahomecosts.com/interior/cost-to-install-kitchen-cabinets-florida-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/interior/cost-to-replace-kitchen-cabinets-in-florida-2026/,MEDIUM,topic_jac=1.00 slug_sim=0.84 city=florida target_topic=kitchen/cabinets cand_topic=kitchen/cabinets
https://floridahomecosts.com/plumbing/cost-to-install-sewer-line-repair-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'line', 'sewer', 'repair'} ⊄ cand_tokens={'line', 'sewer'}); city=florida closest=/plumbing/cost-to-repair-sewer-line-in-florida-2026/"
https://floridahomecosts.com/pooling/cost-to-repair-pool-liner-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/pooling/→/pool/ swap candidate not live; no slug variant found
https://floridahomecosts.com/interior/cost-to-install-drywall-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,user-confirmed: install ≠ repair (new construction vs patch)
https://floridahomecosts.com/hvac/cost-to-install-hvac-fort-lauderdale-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/hvac/cost-to-replace-hvac-system-in-fort-lauderdale-2026/,MEDIUM,user-confirmed: install↔replace acceptable for HVAC system
https://floridahomecosts.com/electrical/cost-to-install-whole-home-surge-protection-in-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.17; target_tokens={'home', 'surge', 'whole', 'protection'} ⊄ cand_tokens={'whole', 'generator', 'house'}); city=fort-lauderdale closest=/electrical/cost-to-install-whole-house-generator-in-fort-lauderdale-2026/"
https://floridahomecosts.com/energy/cost-to-get-florida-energy-rebates-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /energy/ has no topical content
https://floridahomecosts.com/smart-home/cost-to-install-smart-thermostat-in-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /smart-home/ has no topical content
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'lighting', 'outdoor'} ⊄ cand_tokens={'recessed', 'lighting'}); city=florida closest=/electrical/cost-to-install-recessed-lighting-in-florida-2026/"
https://floridahomecosts.com/electrical/cost-to-rewire-a-home-in-florida-2026/,SLUG_VARIANT,REDIRECT,https://floridahomecosts.com/electrical/cost-to-rewire-house-in-florida-2026/,HIGH,user-confirmed: home↔house synonym
https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.76; target_tokens={'smart', 'thermostat'} ⊄ cand_tokens={'ev', 'charger'}); city=florida closest=/electrical/cost-to-install-ev-charger-in-florida-2026/"
https://floridahomecosts.com/major-systems/cost-to-drill-new-well-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (sim=0.75); city=tampa closest=/major-systems/cost-to-replace-well-pump-in-tampa-2026/
https://floridahomecosts.com/exterior/cost-to-build-patio-cover-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'cover', 'patio'} ⊄ cand_tokens={'patio'}); city=tampa closest=/exterior/cost-to-build-patio-in-tampa-2026/"
https://floridahomecosts.com/plumbing/cost-to-install-kitchen-sink-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'kitchen', 'sink'} ⊄ cand_tokens={'water', 'softener'}); city=miami closest=/plumbing/cost-to-install-water-softener-in-miami-2026/"
https://floridahomecosts.com/exterior/cost-to-repair-dock-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'dock'} ⊄ cand_tokens={'stucco'}); city=florida closest=/exterior/cost-to-repair-stucco-in-florida-2026/
https://floridahomecosts.com/exterior/cost-to-repair-siding-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'siding'} ⊄ cand_tokens={'stucco'}); city=tampa closest=/exterior/cost-to-repair-stucco-in-tampa-2026/
https://floridahomecosts.com/exterior/cost-to-install-flood-barriers-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'barriers', 'flood'} ⊄ cand_tokens={'sod'}); city=tampa closest=/exterior/cost-to-install-sod-in-tampa-2026/"
https://floridahomecosts.com/pool/cost-to-install-pool-deck-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,user-confirmed: install ≠ resurface (build new vs restore existing)
https://floridahomecosts.com/pool/cost-to-install-pool-equipment-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (sim=0.77; target_tokens={'pool', 'equipment'} ⊄ cand_tokens={'pool'}); city=florida closest=/pool/cost-to-resurface-pool-in-florida-2026/"
https://floridahomecosts.com/interior/cost-to-replace-drywall-miami-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/interior/cost-to-repair-drywall-in-miami-2026/,HIGH,topic_jac=1.00 slug_sim=0.89 city=miami target_topic=drywall cand_topic=drywall
https://floridahomecosts.com/hurricane-protection/cost-to-install-impact-windows-in-st-petersburg-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/hurricane-protection/cost-to-install-impact-windows-in-st.-petersburg-2026/,HIGH,topic_jac=1.00 slug_sim=0.99 city=st-petersburg target_topic=impact/windows cand_topic=impact/windows
https://floridahomecosts.com/pooling/cost-to-install-pool-lighting-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/pooling/→/pool/ swap candidate not live; no slug variant found
https://floridahomecosts.com/pooling/cost-to-install-pool-fencing-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/pooling/→/pool/ swap candidate not live; no slug variant found
https://floridahomecosts.com/pooling/cost-to-install-heat-pump-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/pooling/→/pool/ swap candidate not live; no slug variant found
https://floridahomecosts.com/plumbing/cost-to-install-water-filter-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; target_tokens={'water', 'filter'} ⊄ cand_tokens={'water', 'softener'}); city=fort-lauderdale closest=/plumbing/cost-to-install-water-softener-in-fort-lauderdale-2026/"
https://floridahomecosts.com/exterior/cost-to-stain-deck-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'deck'} ⊄ cand_tokens={'sod'}); city=florida closest=/exterior/cost-to-install-sod-in-florida-2026/
https://floridahomecosts.com/interior/cost-to-replace-kitchen-sink-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'kitchen', 'sink'} ⊄ cand_tokens={'kitchen'}); city=florida closest=/interior/cost-to-remodel-kitchen-in-florida-2026/"
https://floridahomecosts.com/interior/cost-to-install-crown-molding-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.75; target_tokens={'crown', 'molding'} ⊄ cand_tokens={'flooring'}); city=tampa closest=/interior/cost-to-install-tile-flooring-in-tampa-2026/"
https://floridahomecosts.com/home-maintenance/cost-to-inspect-house-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /home-maintenance/ has no topical content
https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.76; target_tokens={'slab', 'leak'} ⊄ cand_tokens={'line', 'sewer'}); city=tampa closest=/plumbing/cost-to-repair-sewer-line-in-tampa-2026/"
https://floridahomecosts.com/water-heater/cost-to-replace-water-heater-in-tampa-2026/,CATEGORY_CONSOLIDATION,REDIRECT,https://floridahomecosts.com/plumbing/cost-to-replace-water-heater-in-tampa-2026/,HIGH,/water-heater/→/plumbing/ + as-is
https://floridahomecosts.com/pool/cost-to-replace-pump-filter-st-petersburg-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.67; target_tokens={'filter', 'pump'} ⊄ cand_tokens={'pool', 'inground'}); city=st-petersburg closest=/pool/cost-to-build-inground-pool-in-st.-petersburg-2026/"
https://floridahomecosts.com/insurance/cost-to-insure-home-with-pool-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /insurance/ has no topical content
https://floridahomecosts.com/pool/cost-to-install-fiberglass-pool-in-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (sim=0.75; target_tokens={'pool', 'fiberglass'} ⊄ cand_tokens={'pool'}); city=florida closest=/pool/cost-to-resurface-pool-in-florida-2026/"
https://floridahomecosts.com/plumbing/cost-to-install-backwater-valve-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'valve', 'backwater'} ⊄ cand_tokens={'water', 'softener'}); city=miami closest=/plumbing/cost-to-install-water-softener-in-miami-2026/"
https://floridahomecosts.com/electrical/cost-to-install-impact-windows-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.78; target_tokens={'windows', 'impact'} ⊄ cand_tokens={'ev', 'charger'}); city=orlando closest=/electrical/cost-to-install-ev-charger-in-orlando-2026/"
https://floridahomecosts.com/electrical/cost-to-install-surge-protectors-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.76; target_tokens={'protectors', 'surge'} ⊄ cand_tokens={'ev', 'charger'}); city=florida closest=/electrical/cost-to-install-ev-charger-in-florida-2026/"
https://floridahomecosts.com/pool/cost-to-repair-pool-coping-sarasota-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'coping', 'pool'} ⊄ cand_tokens={'pool'}); city=sarasota closest=/pool/cost-to-resurface-pool-in-sarasota-2026/"
https://floridahomecosts.com/pool/cost-to-install-salt-water-system-sarasota-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.56; target_tokens={'water', 'salt', 'system'} ⊄ cand_tokens={'pool'}); city=sarasota closest=/pool/cost-to-resurface-pool-in-sarasota-2026/"
https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'pool', 'equipment'} ⊄ cand_tokens={'pool'}); city=florida closest=/pool/cost-to-resurface-pool-in-florida-2026/"
https://floridahomecosts.com/pooling/cost-to-install-in-ground-pool-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,/pooling/→/pool/ swap candidate not live; no slug variant found
https://floridahomecosts.com/major-systems/cost-to-fix-water-damage-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.74; target_tokens={'damage', 'water'} ⊄ cand_tokens={'treatment', 'termite'}); city=fort-lauderdale closest=/major-systems/cost-of-termite-treatment-in-fort-lauderdale-2026/"
https://floridahomecosts.com/insurance/cost-of-homeowners-insurance-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /insurance/ has no topical content
https://floridahomecosts.com/pool/cost-to-resurface-pool-deck-in-st-petersburg-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; sim=0.75; target_tokens={'deck', 'pool'} ⊄ cand_tokens={'pool', 'inground'}); city=st-petersburg closest=/pool/cost-to-build-inground-pool-in-st.-petersburg-2026/"
https://floridahomecosts.com/pool/cost-to-install-impact-glass-pool-fencing-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.20; sim=0.55; target_tokens={'fencing', 'glass', 'impact', 'pool'} ⊄ cand_tokens={'pool', 'davie'}); city=None closest=/pool/cost-to-resurface-pool-in-davie-2026-2026/"
https://floridahomecosts.com/pool/cost-to-rebuild-pool-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,"user-confirmed: rebuild ≠ resurface (different intent, $30k+ vs $5k)"
https://floridahomecosts.com/electrical/cost-to-wire-home-for-ev-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; sim=0.67; target_tokens={'home', 'ev'} ⊄ cand_tokens={'ev', 'charger'}); city=tampa closest=/electrical/cost-to-install-ev-charger-in-tampa-2026/"
https://floridahomecosts.com/major-systems/cost-to-install-water-heater-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'water', 'heater'} ⊄ cand_tokens={'panels', 'solar'}); city=tampa closest=/major-systems/cost-to-install-solar-panels-tampa-2026/"
https://floridahomecosts.com/interior/cost-to-install-kitchen-tile-backsplash-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; sim=0.70; target_tokens={'backsplash', 'kitchen', 'tile'} ⊄ cand_tokens={'kitchen'}); city=florida closest=/interior/cost-to-remodel-kitchen-in-florida-2026/"
https://floridahomecosts.com/interior/cost-to-install-cabinets-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (sim=0.75); city=florida closest=/interior/cost-to-replace-kitchen-cabinets-in-florida-2026/
https://floridahomecosts.com/hvac/cost-to-install-evap-cooler-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'evap', 'cooler'} ⊄ cand_tokens={'split', 'mini'}); city=fort-lauderdale closest=/hvac/cost-to-install-mini-split-in-fort-lauderdale-2026/"
https://floridahomecosts.com/interior/cost-to-remove-carpet-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'carpet'} ⊄ cand_tokens={'kitchen'}); city=tampa closest=/interior/cost-to-remodel-kitchen-in-tampa-2026/
